"Collecteur","N°Famille","Famille","N°Genre","N°Espèce","Genre","Espèce","date récolte","Auteur","N° scan","Subsp.","Nb spécimens","Partie conservée","Intégrité","Etat","Dpt","Nom Dpt","Commune","Lieu dit","Lieu récolte","Habitat","remarques","remarques perso","Nom latin"
"Diard",102,"Lamiaceae",5,,"Thymum","x citriodorus","20/06/1869","(Pers.) Schreber","XX_0059_DIARD",,1,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,"non trouvée dans la flore",,"Thymum serpyllum L. var. citriodorus Pers."
"Diard",102,"Lamiaceae",6,1026,"Calamintha","acinos","07/06/1868","(L.) Clairv.","1026_DIARD",,5,"plante entière","complet","B",44,"Loire-Atlantique","Machecoul",,"Machecoul",,,,"Calamintha acinos (L.) Clairv."
"Diard",102,"Lamiaceae",6,1027,"Calamintha","sylvatica","11/08/1872","Bromf.","1027_DIARD_1 ; 1027_DIARD_2",,2,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","Le Cellier","Clermont-sur-Loire","Côteaux de Mauves _ Clermont",,,"les spécimens sont fragmentés en 6 parties","Calamintha sylvatica Bromf."
"Diard",102,"Lamiaceae",6,1028,"Calamintha","adscendens","22/08/1871","Jord.","1028_DIARD",,5,"plante entière","complet","B",44,"Loire-Atlantique","Pornic",,"Pornic",,"Calamintha ascendens Jord.",,"Calamintha adscendens Jord."
"Diard",102,"Lamiaceae",7,1030,"Clinopodium","vulgare","11/06/1865","L.","1030_DIARD",,4,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Carquefou","Gachet","Marais de Gachet",,,,"Clinopodium vulgare L."
"Diard",102,"Lamiaceae",8,1031,"Melissa","officinalis","09/07/1871","L.","1031_DIARD_2",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Oudon",,"Oudon",,,,"Melissa officinalis L."
"Diard",102,"Lamiaceae",8,1031,"Melissa","officinalis","10/07/1865","L.","1031_DIARD_1",,2,"tige + feuilles + inflorescence","complet","B",85,"Vendée","Tiffauges","St Lazare","St Lazare",,,,"Melissa officinalis L."
"Diard",102,"Lamiaceae",9,1032,"Salvia","pratensis","08/07/1872","L.","1032_DIARD_1 ; 1032_DIARD_2a ; 1032_VIARD_2b",,3,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","Machecoul",,"Machecoul",,,"les spécimens sont fragmentés en 4 parties","Salvia pratensis L."
"Diard",102,"Lamiaceae",9,1033,"Salvia","verbenaca","13/08/1865","L.","1033_DIARD",,3,"tige + feuilles + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,,,"Salvia verbenaca L."
"Figureau",102,"Lamiaceae",9,1033,"Salvia","verbenaca",16/05/1979,"L.","1033_FIGUREAU",,3,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","La Turballe",,"La Turballe VVF (44)","Dunes fixées",,,"Salvia verbenaca L."
"Diard",102,"Lamiaceae",9,1034,"Salvia","sclarea","08/07/1872","L.","1034_DIARD",,2,"plante entière + feuille + inflorescence","complet","B",44,"Loire-Atlantique","Machecoul","Les Chaumes","Abbaye de Chaume à Machecoul",,,"les spécimens sont fragmentés en 7 parties","Salvia sclarea L."
"Figureau",102,"Lamiaceae",9,"1034_bis","Salvia","officinalis",01/06/1978,"L.","1034_bis_FIGUREAU",,1,"plante entière sans infrutescence","complet","B",49,"Maine-et-Loire","Montjean-sur-Loire","Chateaupanne","Châteaupanne (Montjean) 49","Rocailles calcaires",,,"Salvia officinalis L."
"Diard",102,"Lamiaceae",10,1035,"Melittis","melissophyllum","14/05/1865","L.","1035_DIARD",,2,"plante entière + tige + inflorescence","complet","M",44,"Loire-Atlantique","Nantes","Pont du Cens","Pont du Cens",,,,"Melittis melissophyllum L."
"Figureau",102,"Lamiaceae",10,1035,"Melittis","melissophyllum",15/05/1974,"L.","1035_FIGUREAU",,2,"plante entière sans infrutescence","complet","B",85,"Vendée","Fontenay-le-Comte","Mervent","Forêt de Mervent","Fossés, bord des haies",,,"Melittis melissophyllum L."
"Diard",102,"Lamiaceae",11,1036,"Brunella","vulgaris","21/05/1865","L.","1036_DIARD",,5,"plante entière + tige + inflorescence","complet","B",44,"Loire-Atlantique",,,"Route de Clisson",,,,"Brunella vulgaris L."
"Diard",102,"Lamiaceae",11,1037,"Brunella","laciniata","07/06/1868","L.","1037_DIARD",,8,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique","Machecoul",,"Machecoul",,"Brunella alba",,"Brunella laciniata L."
"Diard",102,"Lamiaceae",12,1040,"Stachys","arvensis","09/08/1868","L.","1040_DIARD",,2,"plante entière","complet","B",44,"Loire-Atlantique","Rezé","Trentemoult","Trentemoult",,,"utilisation muséographique:  Atout Sud, 27/03/08","Stachys arvensis L."
"Diard",102,"Lamiaceae",12,1038,"Stachys","annua","05/06/1876","L.","1038_DIARD",,5,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz",,"Arthon",,,,"Stachys annua L."
"Diard",102,"Lamiaceae",12,1039,"Stachys","recta","24/05/1868","L.","1039_DIARD",,4,"tige + feuilles + inflorescence","complet","B",49,"Maine-et-Loire","Liré","Les Fourneaux","Le Fourneau près Lyré",,,,"Stachys recta L."
"?Diard",102,"Lamiaceae",12,1040,"Stachys","arvensis",23/10/1941,"L.","1040_XX",,1,"plante entière + inflorescence","complet","M",44,"Loire-Atlantique","La-Chapelle-sur-Erdre",,"La Chapelle sur Erdre","Champs",,,"Stachys arvensis L."
"Diard",102,"Lamiaceae",12,1041,"Stachys","germanica","27/08/1871","L.","1041_DIARD",,3,"plante entière + feuille + inflorescence","complet","B",44,"Loire-Atlantique","Campbon",,"Cambon, près les fours à chaux",,,"les spécimens sont fragmentés en 9 parties","Stachys germanica L."
"Diard",102,"Lamiaceae",12,1043,"Stachys","palustris","23/07/1865","L.","1043_DIARD",,4,"tige + inflorescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Ancenis",,,,"Stachys palustris L."
"Diard",102,"Lamiaceae",12,1044,"Stachys","sylvatica","21/05/1865","L.","1044_DIARD",,2,"tige + inflorescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,,"Stachys sylvatica L."
"Diard",102,"Lamiaceae",13,1045,"Betonica","officinalis","09/07/1865","L.","1045_DIARD",,5,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","St-Herblain","La Bouvardière","La Bouvardière",,,,"Betonica officinalis L."
"Diard",102,"Lamiaceae",14,1046,"Ballota","nigra","07/06/1868","L.","1046_DIARD",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Machecoul",,"Machecoul",,,,"Ballota nigra L."
"Diard",102,"Lamiaceae",15,1051,"Lamium","maculatum","28/05/1865","L.","1051_DIARD_1 ; 1051_DIARD_2",,4,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Couëron",,"Couëron",,,"utilisation muséographique:  Atout Sud, 28/03/08 ; les spécimens sont en 5 parties","Lamium maculatum L."
"Diard",102,"Lamiaceae",15,1047,"Lamium","purpureum","15/04/1866","L.","1047_DIARD",,1,"plante entière + inflorescence + infrutescence","complet","B",85,"Vendée","Tiffauges","St Lazare","St Lazare",,,,"Lamium purpureum L."
"Diard",102,"Lamiaceae",15,1048,"Lamium","amplexicaule","21/05/1865","L. ","1048_DIARD",,3,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,,"Lamium amplexicaule L. "
"Diard",102,"Lamiaceae",15,1049,"Lamium","hybridum","20/05/1871","Vill.","1049_DIARD",,3,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Sautron _ Nantes",,"Sautron _ Nantes",,"Lamium incisum Willd.",,"Lamium hybridum Vill."
"Diard",102,"Lamiaceae",15,1050,"Lamium","album","15/04/1866","L.","1050_(1)_DIARD",,3,"tige + feuilles + inflorescence","complet","B",,,,,"Beausoleil",,,,"Lamium album L."
"Diard",102,"Lamiaceae",15,1050,"Lamium","album","18/04/1870","L.","1050_(2)_DIARD",,4,"plante entière + inflorescence","complet","B",44,"Loire Atlantique","La Haie Fouassière",,"Bords de la Sèvre près la Haie Fouassière",,,,"Lamium album L."
"Diard",102,"Lamiaceae",16,1052,"Galeobdolon","luteum","23/04/1865","Huds.","1052_DIARD",,2,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Nantes","Cité des Dervallières","Les Dervallières",,,,"Galeobdolon luteum Huds."
"Diard",102,"Lamiaceae",16,1053,"Leonurus","cardiaca","18/05/1870","L.","1053_DIARD_1 ; 1053_DIARD_2",,2,"tige + feuilles + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Près Ancenis",,,"les spécimens sont en 3 parties","Leonurus cardiaca L."
"Diard",102,"Lamiaceae",18,1054,"Chæturus","marrubiastrum","30/06/1871","Reich.","1054_DIARD",,2,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis","Le Tertre","Bords de Marais de Grée près de Tertre",,"Chaiturus marrubiastrum","les spécimens sont en 3 parties","Chæturus marrubiastrum Reich."
"Diard",102,"Lamiaceae",19,1055,"Galeopsis","tetrahit","23/08/1868","L.","1055_DIARD",,1,"tige + inflorescence + infrutescence","complet","M",44,"Loire-Atlantique","Nantes","La Jonelière","La Chevalerie",,,"les spécimens sont fragmentés en 4 parties","Galeopsis tetrahit L."
"Diard",102,"Lamiaceae",19,1057,"Galeopsis","segetum","16/07/1865","Neck.","1057_DIARD",,3,"tige + feuilles + inflorescence","complet","M",44,"Loire-Atlantique","Bouguenais",,"Bouguenais",,"Galeopsis dubia","le spécimen est fragmenté en 6 parties","Galeopsis segetum Neck."
"Diard",102,"Lamiaceae",19,1058,"Galeopsis","angustifolia","16/07/1865","Ehrh.","1058_DIARD",,2,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","La Montagne","Indret","Côteaux près d'Indret",,"Galeopsis ladanum",,"Galeopsis angustifolia Ehrh."
"Diard",102,"Lamiaceae",20,1059,"Nepeta","cataria","21/08/1871","L.","1059_DIARD_1",,1,"plante entière sans racine","incomplet","Ma",,,,,"? Près l'Hopital",,,,"Nepeta cataria L."
"Diard",102,"Lamiaceae",20,1059,"Nepeta","cataria","27/07/1873","L.","1059_DIARD_2",,1,"plante entière sans racine","complet","B",77,"Seine-et-Marne","Fontainebleau",,"Forêt de Fontainebleau",,,,"Nepeta cataria L."
"Diard",102,"Lamiaceae",21,1060,"Glechoma","hederacea","07/05/1865","L.","1060_DIARD",,3,"plante entière","complet","B",44,"Loire-Atlantique","Nantes","La Morinière","La Morinière",,"Glechoma hederaceum",,"Glechoma hederacea L."
"Diard",102,"Lamiaceae",22,1061,"Marrubium","vulgare","21/05/1866","L.","1061_DIARD",,2,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Paimbœuf",,"Paimbœuf",,,,"Marrubium vulgare L."
"Diard",102,"Lamiaceae",23,1063,"Scutellaria","galericulata","06/08/1865","L.","1063_DIARD",,3,"partie aérienne + tige + inflorescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"Marais de la Verrière",,,,"Scutellaria galericulata L."
"Diard",102,"Lamiaceae",23,1064,"Scutellaria","minor","05/08/1869","L.","1064_DIARD",,4,"plante entière","complet","B",44,"Loire-Atlantique","Sucé-sur-Erdre","Logné","Marais de Loigné",,,,"Scutellaria minor L."
"Diard",102,"Lamiaceae",23,1065,"Scutellaria","hastifolia","31/05/1870","L.","1065_DIARD",,7,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,,"Scutellaria hastifolia L."
"Diard",102,"Lamiaceae",24,1066,"Teucrium","scorodonia","09/07/1865","L.","1066_DIARD",,3,"plante entière sans racine","complet","B",44,"Loire-Atlantique","St-Herblain","La Bouvardière","La Bouvardière",,,,"Teucrium scorodonia L."
"Diard",102,"Lamiaceae",24,1067,"Teucrium","scordium","27/08/1871","L.","1067_DIARD_1 ; 1067_DIARD_2",,6,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique","Campbon",,"Calcaire de Cambon",,,,"Teucrium scordium L."
"Diard",102,"Lamiaceae",24,1068,"Teucrium","botrys","02/05/1869","L.","1068_DIARD",,2,"plante entière sans infrutescence","complet","M",49,"Maine-et-Loire","Liré","Les Fourneaux","Le Fourneau près Lyré",,,,"Teucrium botrys L."
"Diard",102,"Lamiaceae",24,1069,"Teucrium","chamædrys","27/07/1873","L.","1069_(1)_DIARD_1 ; 1069_(1)_DIARD_2",,10,"plante entière sans infrutescence","incomplet","B",77,"Seine-et-Marne","Fontainebleau",,"Forêt de Fontainebleau",,,,"Teucrium chamædrys L."
"Diard",103,"Lamiaceae",24,1070,"Teucrium","chamædrys","11/06/1876","L.","1069_(2)_DIARD",,4,"plante entière + inflorescence + infrutescence","complet","B",85,"Vendée","Chaillé-les-Marais",,"Marais de Chaillé","Marais",,,"Teucrium chamædrys L."
"Diard",102,"Lamiaceae",24,1070,"Teucrium","montanum","27/07/1873","L.","1070_DIARD",,2,"plante entière sans infrutescence","complet","B",77,"Seine-et-Marne","Fontainebleau",,"Forêt de Fontainebleau",,,,"Teucrium montanum L."
"Diard",102,"Lamiaceae",25,1071,"Ajuga","reptans","23/04/1865","L.","1071_DIARD",,2,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique","Nantes","Cité des Dervallières","Les Dervallières",,,,"Ajuga reptans L."
"Diard",102,"Lamiaceae",25,1072,"Ajuga","Chamæpitys","07/06/1868","Schreb.","1072_DIARD",,14,"plante entière + tige + infrutescence","complet","B",44,"Loire-Atlantique","Machecoul",,"Machecoul",,,,"Ajuga Chamæpitys Schreb."
"Figureau",102,"Lamiaceae",25,1072,"Ajuga","Chamæpitys",06/10/1978,"Schreb.","1072_FIGUREAU",,5,"plante entière sans infrutescence","complet","B",49,"Maine-et-Loire","Montjean-sur-Loire","Chateaupanne","Chateaupanne en Montjean (49)","Déblais de carrière sur calcaire",,,"Ajuga Chamæpitys Schreb."
"Diard",102,"Lamiaceae",25,"1071_bis","Ajuga","genevensis","02/06/1873","L.","1071_bis_DIARD",,5,"plante entière sans infrutescence","complet","M",75,"Ile de France","Paris","Bois de Boulogne","Bois de Boulogne",,,,"Ajuga genevensis L."
"Figureau",102,"Lamiaceae",25,"1071_bis","Ajuga","genevensis",14/06/1981,"L.","1071_bis_FIGUREAU",,1,"tige + feuilles + inflorescence","complet","B",49,"Maine-et-Loire","Montsoreau",,"Montsoreau (49) La Butte","Dunes continentales humides calcaires",,,"Ajuga genevensis L."
"Diard",103,"Globulariaceae",1,1073,"Globularia","vulgaris","27/07/1873","L.","1073_DIARD_1 ; 1073_DIARD_2",,3,"plante entière + infrutescence","incomplet","Ma",77,"Seine-et-Marne","Fontainebleau",,"Forêt de Fontainebleau",,,"les spécimens sont fragmentés en 5 parties","Globularia vulgaris L."
"Diard",104,"Plantaginaceae",1,1074,"Littorella","lacustris","08/05/1870","L.","1074_(2)_DIARD",,15,"plante entière","complet","M",44,"Loire Atlantique","Thouaré-sur-Loire",,"Thouaré",,,,"Littorella lacustris L."
"Diard",104,"Plantaginaceae",1,1074,"Littorella","lacustris","07/1869","L.","1074_(1)_DIARD_1a ; 1074_(1)_DIARD_1b",,2,"plante entière","complet","B",44,"Loire-Atlantique","St Aignan-Grandlieu",,"Lac de Grand-Lieu ",,"Mr Migault",,"Littorella lacustris L."
"Diard",104,"Plantaginaceae",2,1075,"Plantago","indica","28/06/1868","L.","1075_DIARD",,3,"plante entière sans infrutescence","incomplet","B",44,"Loire-Atlantique","La Baule-Escoublac","Escoublac","Dunes d'Escoublae",,"Plantago arenaria",,"Plantago indica L."
"Diard",104,"Plantaginaceae",2,1076,"Plantago","recurvata","18/05/1870","L.","1076_DIARD",,7,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","St Herblon","La Série","La Série près Ancenis",,,,"Plantago recurvata L."
"Diard",104,"Plantaginaceae",2,1077,"Plantago","maritima","26/06/1871","L.","1077_DIARD",,2,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique","Pornic",,"Pornic",,,,"Plantago maritima L."
"Diard",104,"Plantaginaceae",2,1078,"Plantago","coronopus","07/05/1865","L.","1078_DIARD",,2,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","Nantes",,"Chemin de Vertou",,,,"Plantago coronopus L."
"Diard",104,"Plantaginaceae",2,1079,"Plantago","major","02/08/1868","L.","1079_DIARD",,1,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique","Sucé-sur-Erdre",,"Sucé",,,,"leonurus cardiaca L."
"Diard",104,"Plantaginaceae",2,1080,"Plantago","media","02/06/1873","L.","1080_DIARD",,2,"plante entière sans infrutescence","complet","M",75,"Ile de France","Paris","Bois de Boulogne","Bois de Boulogne",,,,"Plantago media L."
"Diard",104,"Plantaginaceae",2,1081,"Plantago","lanceolata","05/07/1868","L.","1081_DIARD",,2,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique",,,"Bords de l'Erdre",,,,"Plantago lanceolata L."
"Diard",104,"Plantaginaceae",2,"1081 bis","Plantago","lanceolata","08/08/1869","L. ","1081_bis_DIARD","var. lanuginosa Koch",3,"plante entière sans infrutescence","complet","M",44,"Loire Atlantique","La Chapelle-Basse-Mer","St Simon","St Simon",,,,"Plantago lanceolata L. var. lanuginosa Koch"
"Diard",105,"Rubiaceae",1,1082,"Rubia","peregrina","13/04/1868","L.","1082_DIARD",,6,"tige + feuilles + infrutescence","incomplet","B",44,"Loire-Atlantique","Mauves-sur-Loire",,"Mauves",,,,"Rubia peregrina L."
"Diard",105,"Rubiaceae",2,1083,"Galium","cruciata","07/05/1865","(L.) Scop.","1083_DIARD",,4,"tige + feuilles + inflorescence","complet","M",44,"Loire-Atlantique","Nantes","La Morinière","La Morinière",,,,"Galium cruciata (L.) Scop."
"Diard",105,"Rubiaceae",2,1084,"Galium","verum","16/07/1865","L.","1084_DIARD",,8,"plante entière sans racine","complet","B",44,"Loire-Atlantique","Bouguenais",,"Bouguenais",,,,"Galium verum L."
"Diard",105,"Rubiaceae",2,1085,"Galium","arenarium","17/05/18**","Lois.","1085_DIARD",,9,"plante entière sans infrutescence","complet","M",44,"Loire-Atlantique","St Nazaire",,"St Nazaire",,,"le cartel est endommagé, rendant la lecture de l'année de collecte impossible","Galium arenarium Lois."
"Diard",105,"Rubiaceae",2,1086,"Galium","pumilum","10/06/1876","Murr.","1086_DIARD_1 ; 1086_DIARD_2",,19,"plante entière + tige + inflorescence + infrutescence","complet","B",85,"Vendée","Ste-Gemme-la-Plaine","Forêt de Ste-Gemme","Forêt de Ste Gemme (Vendée)",,"Galium sylvestre Poll.",,"Galium pumilum Murr."
"Diard",105,"Rubiaceae",2,1087,"Galium","saxatile","14/05/1865","L.","1087_DIARD",,10,"plante entière","complet","M",44,"Loire-Atlantique","Nantes","Pont du Cens","Pont du Cens",,,,"Galium saxatile L."
"Diard",105,"Rubiaceae",2,1088,"Galium","uliginosum","14/06/1870","L.","1088_DIARD",,16,"tige + feuilles + inflorescence","complet","M",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","Marais de la Sopinière",,,,"Galium uliginosum L."
"Diard",105,"Rubiaceae",2,1089,"Galium","palustre","21/05/1865","L.","1089_DIARD",,7,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,,"Galium palustre L."
"Diard",105,"Rubiaceae",2,1090,"Galium","debile","29/08/1875","Desv.","1090_DIARD_1 ; 1090_DIARD_2",,20,"partie aérienne + tige + inflorescence + infrutescence","complet","M",44,"Loire-Atlantique","Nort-sur-Erdre","La Poupinière","Marais de la Sopinière",,"Galium constrictum Chaub.",,"Galium debile Desv."
"Diard",105,"Rubiaceae",2,1092,"Galium","aparine","26/06/1870","L.","1092_DIARD",,3,"plante entière sans racine","complet","B",44,"Loire-Atlantique",,,"Les Herbières",,,"les spécimens sont fragmentés ; le cartel est endommagé et incomplet","Galium aparine L."
"Diard",105,"Rubiaceae",2,1094,"Galium","tricorne","03/06/18**","With.","1094_(1)_DIARD_1 ; 1094_(1)_DIARD_2",,8,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Missillac","Bergon","Bergon",,,"le cartel est endommagé, rendant la lecture de l'année de collecte impossible","Galium tricorne With."
"Diard",105,"Rubiaceae",2,1094,"Galium","tricorne","25/06/1871","With.","1094_(2)_DIARD",,1,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Les Moutiers","Lyarne","Poste de Liarne, près le Collet",,,,"Galium tricorne With."
"Diard",105,"Rubiaceae",2,1094,"Galium","tricorne","01/06/1874","With.","1094_(3)_DIARD",,3,"tige + infrutescence","complet","B",85,"Vendée","Barbâtre (Ile de Noirmoutier)",,"Environs de Barbâtre à Noirmoutier",,,,"Galium tricorne With."
"Diard",105,"Rubiaceae",2,1095,"Galium","mollugo","13/06/1869","L.","1095_DIARD",,6,"plante entière sans racine","complet","B",44,"Loire-Atlantique","Nantes","La Jonelière","La Jonnelière",,,,"Galium mollugo L."
